smiles	catalog_id	found_in_enaminestore
C#CCCC1(CCNC(=O)C2CN(C)C(=O)c3ccccc32)N=N1	Z4225943713	yes
C#CCCC1(CCNC(=O)CCCOc2ccc3c(c2)NC(=O)CC3)N=N1	Z4225943755	yes
C#CCCC1(CCNC(=O)c2cnn(-c3ccncc3)c2C(F)F)N=N1	Z4225943798	yes
C#CCCC1(CCNC(=O)Cc2ccc(OCC)cn2)N=N1	Z4225943879	yes
C#CCCC1(CCNC(=O)c2nnn(CC3CCCC3)c2C)N=N1	Z4225943973	yes
C#CCCC1(CCNC(=O)CN2CCc3ccccc3C2=O)N=N1	Z4225944019	yes
C#CCCC1(CCNC(=O)C(C)(O)Cn2ccccc2=O)N=N1	Z4225944032	yes
C#CCCC1(CCNC(=O)C2CC(c3cc(OC)ccc3OC)=NO2)N=N1	Z4225944257	yes
C#CCCC1(CCNC(=O)C2CCC(NC(=O)C3CC3)CC2)N=N1	Z4225944361	yes
C#CCCC1(CCNC(=O)C2Cc3ccc(F)cc3C(=O)O2)N=N1	Z4225944375	yes
C#CCCC1(CCNC(=O)Cc2ccc(N3CCOC3=O)cc2)N=N1	Z4225944389	yes
C#CCCC1(CCNC(=O)CCC(=O)c2cnn(C)c2)N=N1	Z4225944501	yes
C#CCCC1(CCNC(=O)c2cc(C3CC3)cnc2Cl)N=N1	Z4225944513	yes
C#CCCC1(CCNC(=O)CC2(CC)CC(=O)c3ccccc3C2)N=N1	Z4225944634	yes
C#CCCC1(CCNC(=O)c2c(-c3cccc(Cl)c3)noc2C)N=N1	Z4225944671	yes
C#CCCC1(CCNC(=O)C2CCN(CC(F)F)CC2)N=N1	Z4225944788	yes
C#CCCC1(CCNC(=O)c2cnc(C3OCCO3)s2)N=N1	Z4225944872	yes
C#CCCC1(CCNC(=O)c2cc(-n3nnnc3C)cc(C(F)(F)F)c2)N=N1	Z4225945000	yes
C#CCCC1(CCNC(=O)c2cnn(-c3ccccc3OC)c2C)N=N1	Z4225945012	yes
C#CCCC1(CCNC(=O)C(CC)N2CCOC(CC)C2)N=N1	Z4225945179	yes
C#CCCC1(CCNC(=O)C(=O)c2ccc3c(c2)CCC(=O)N3)N=N1	Z4225945411	yes
C#CCCC1(CCNC(=O)c2c(OC)cnc3ccccc23)N=N1	Z4225945414	yes
C#CCCC1(CCNC(=O)C2CCCN(CCc3ccccc3)C2)N=N1	Z4225945439	yes
C#CCCC1(CCNC(=O)C2CCS(=O)(=O)c3ccccc32)N=N1	Z4225945537	yes
C#CCCC1(CCNC(=O)c2cnc(OCC3CC3)cn2)N=N1	Z4225945544	yes
C#CCCC1(CCNC(=O)C2CCc3c(nnn3CC)C2)N=N1	Z4225945570	yes
C#CCCC1(CCNC(=O)[C@@H]2[C@@H](C)OCC(=O)N2Cc2ccccc2)N=N1	Z4225945725	yes
C#CCCC1(CCNC(=O)C2CCc3cnc(C)n3C2)N=N1	Z4225945802	yes
C#CCCC1(CCNC(=O)CC(c2nccn2C)C(F)(F)F)N=N1	Z4225945804	yes
C#CCCC1(CCNC(=O)CC(c2ccccc2)c2ncc[nH]2)N=N1	Z4225945807	yes
C#CCCC1(CCNC(=O)C2(c3ccc(OC)cc3)CC3(CCC3)C2)N=N1	Z4225945887	yes
C#CCCC1(CCNC(=O)C(CN2CCCC2)c2ccccc2)N=N1	Z4225946012	yes
C#CCCC1(CCNC(=O)c2ccnc(NC(=O)C3CC3)c2)N=N1	Z4225946059	yes
C#CCCC1(CCNC(=O)C2CCN(c3ccc(C#N)cc3F)C2)N=N1	Z4225946147	yes
C#CCCC1(CCNC(=O)C(C)Cc2cncc3ccccc23)N=N1	Z4225946266	yes
C#CCCC1(CCNC(=O)COC(C)c2nccn2C)N=N1	Z4225946269	yes
C#CCCC1(CCNC(=O)C2(C)C3Cc4ccccc4C32)N=N1	Z4225946295	yes
C#CCCC1(CCNC(=O)c2cc(Nc3ccccc3)ncn2)N=N1	Z4225946343	yes
C#CCCC1(CCNC(=O)C2CC(c3ccccc3)OC2=O)N=N1	Z4225946369	yes
C#CCCC1(CCNC(=O)C2CCC(=O)N(c3ccccc3OC)C2)N=N1	Z4225946471	yes
C#CCCC1(CCNC(=O)Cc2nnc(-c3ccccc3)n2C)N=N1	Z4225946734	yes
C#CCCC1(CCNC(=O)C2(c3ccccc3)CCC(=O)NC2)N=N1	Z4225946759	yes
C#CCCC1(CCNC(=O)C2CCn3c(cnc3C)C2)N=N1	Z4225946904	yes
C#CCCC1(CCNC(=O)C2CCCN(Cc3ccccn3)C2)N=N1	Z4225947028	yes
C#CCCC1(CCNC(=O)C2CCc3nnc(C4CC4)n3C2)N=N1	Z4225947030	yes
C#CCCC1(CCNC(=O)c2ncsc2Nc2ccccc2)N=N1	Z4225947037	yes
C#CCCC1(CCNC(=O)C2(c3ccccc3)CCN(CC)CC2)N=N1	Z4225947066	yes
C#CCCC1(CCNC(=O)CN2C(=O)C(F)(F)Oc3ccccc32)N=N1	Z4225947136	yes
C#CCCC1(CCNC(=O)c2ccccc2NS(=O)(=O)C2CC2)N=N1	Z4225947470	yes
C#CCCC1(CCNC(=O)c2cccn2CCN2CCOCC2)N=N1	Z4225947666	yes
C#CCCC1(CCNC(=O)c2c3n(c(=O)n2C)CCCC3)N=N1	Z4225947694	yes
C#CCCC1(CCNC(=O)Cc2nc(-c3ccccc3)cs2)N=N1	Z4225947823	yes
C#CCCC1(CCNC(=O)C(C)OCc2ccncc2)N=N1	Z4225947865	yes
C#CCCC1(CCNC(=O)CCc2nc3ccncc3[nH]2)N=N1	Z4225947892	yes
C#CCCC1(CCNC(=O)c2ccn(CCn3cccn3)n2)N=N1	Z4225947905	yes
C#CCCC1(CCNC(=O)CCCn2nc(C)nc2C)N=N1	Z4225947997	yes
C#CCCC1(CCNC(=O)c2ccc(C3OCCO3)cc2)N=N1	Z4225948116	yes
C#CCCC1(CCNC(=O)c2cc(F)c(N3CCOCC3)c(F)c2)N=N1	Z4225948290	yes
C#CCCC1(CCNC(=O)c2c(F)ccc(S(=O)(=O)CC3CC3)c2F)N=N1	Z4225948307	yes
C#CCCC1(CCNC(=O)Cc2ccccc2OC2CCOC2)N=N1	Z4225948405	yes
C#CCCC1(CCNC(=O)c2ccc(Nc3nccs3)cc2F)N=N1	Z4225948472	yes
C#CCCC1(CCNC(=O)c2cc(C)n(CC(=O)OCC)c2C)N=N1	Z4225948524	yes
C#CCCC1(CCNC(=O)c2ccccc2NCc2cccnc2)N=N1	Z4225948695	yes
C#CCCC1(CCNC(=O)c2cn(-c3ccccc3C)nn2)N=N1	Z4225948887	yes
C#CCCC1(CCNC(=O)C2CC(C)(C)Oc3ccccc32)N=N1	Z4225948899	yes
C#CCCC1(CCNC(=O)c2ccnn2CCN(C)C)N=N1	Z4225948990	yes
C#CCCC1(CCNC(=O)c2cccc3sc(C(F)(F)F)nc23)N=N1	Z4225949006	yes
C#CCCC1(CCNC(=O)C2COCCC2c2ccccc2)N=N1	Z4225949019	yes
C#CCCC1(CCNC(=O)C2CC(=O)c3cc(F)ccc3O2)N=N1	Z4225949069	yes
C#CCCC1(CCNC(=O)c2nnn(Cc3ccccc3)c2CC)N=N1	Z4225949130	yes
C#CCCC1(CCNC(=O)c2cccc(C3CCCN(C)C3)c2)N=N1	Z4225949171	yes
C#CCCC1(CCNC(=O)c2c[nH]nc2C2CCOCC2)N=N1	Z4225949277	yes
C#CCCC1(CCNC(=O)c2cn3c(n2)CCCC3C(=O)OC)N=N1	Z4225949339	yes
C#CCCC1(CCNC(=O)Cc2nc(C3CC3)nn2C)N=N1	Z4225949634	yes
C#CCCC1(CCNC(=O)CC(C)n2ccnc2CC)N=N1	Z4225949785	yes
C#CCCC1(CCNC(=O)C2(Cc3ccccc3)CCN(C)C2=O)N=N1	Z4225949821	yes
C#CCCC1(CCNC(=O)c2ccc3[nH]c(=O)n(CCN(C)C)c3c2)N=N1	Z4225949831	yes
C#CCCC1(CCNC(=O)Cc2nccc(OCCC)n2)N=N1	Z4225949840	yes
C#CCCC1(CCNC(=O)c2nnn(Cc3ccc(OC)cc3)c2C)N=N1	Z4225949858	yes
C#CCCC1(CCNC(=O)CC2(Cn3cnnn3)CCCCC2)N=N1	Z4225949863	yes
C#CCCC1(CCNC(=O)C2CCOC2c2ccncc2)N=N1	Z4225949868	yes
C#CCCC1(CCNC(=O)Cc2c(C)nn(CC3CC3)c2C)N=N1	Z4225949883	yes
C#CCCC1(CCNC(=O)c2cccc(-n3cc[nH]c3=O)c2)N=N1	Z4225949895	yes
C#CCCC1(CCNC(=O)C23CC4CC(C(=O)N2)C3C4)N=N1	Z4225949938	yes
C#CCCC1(CCNC(=O)c2cccc(-n3cncn3)n2)N=N1	Z4225949959	yes
C#CCCC1(CCNC(=O)c2cc(Cl)nc(C3CC3)c2)N=N1	Z4225950077	yes
C#CCCC1(CCNC(=O)C2CCCCC2n2cccn2)N=N1	Z4225950114	yes
C#CCCC1(CCNC(=O)c2cc(-n3ccnc3)ccc2O)N=N1	Z4225950237	yes
C#CCCC1(CCNC(=O)CCC(=O)Nc2c(F)cccc2F)N=N1	Z4225950262	yes
C#CCCC1(CCNC(=O)c2ccc3[nH]c(=O)n(CC(F)(F)F)c3c2)N=N1	Z4225950393	yes
C#CCCC1(CCNC(=O)c2c(F)ccc3ccncc23)N=N1	Z4225950420	yes
C#CCCC1(CCNC(=O)C2CCOC2c2cncc(Br)c2)N=N1	Z4225950431	yes
C#CCCC1(CCNC(=O)C2OCCC2c2ccccc2)N=N1	Z4225950452	yes
C#CCCC1(CCNC(=O)c2cc(C)nc(NC3CC3)c2)N=N1	Z4225950454	yes
C#CCCC1(CCNC(=O)CC2CC2c2ccc(OC)cc2)N=N1	Z4225950528	yes
C#CCCC1(CCNC(=O)c2cnnn2-c2ccccc2)N=N1	Z4225950568	yes
C#CCCC1(CCNC(=O)c2cccc(NCc3ccccn3)c2)N=N1	Z4225950701	yes
C#CCCC1(CCNC(=O)c2cnn(Cc3ccccc3)c2N)N=N1	Z4225950838	yes
C#CCCC1(CCNC(=O)c2cccc(NCc3cncn3C)c2)N=N1	Z4225950936	yes
C#CCCC1(CCNC(=O)c2ccccc2Cn2ccnn2)N=N1	Z4225951040	yes
C#CCCC1(CCNC(=O)c2ccnn2CCc2ccccc2)N=N1	Z4225951581	yes
C#CCCC1(CCNC(=O)C2CCN2Cc2ccc(OC)cc2)N=N1	Z4225951705	yes
C#CCCC1(CCNC(=O)c2cc(N3CCOCC3)ncn2)N=N1	Z4225951708	yes
C#CCCC1(CCNC(=O)c2cnn3c(-c4cccnc4)ccnc23)N=N1	Z4225951737	yes
C#CCCC1(CCNC(=O)C2CN(Cc3ccccc3)CC23CCOC3)N=N1	Z4225951743	yes
C#CCCC1(CCNC(=O)C2C3CCC4(COC(=O)C24)O3)N=N1	Z4225951879	yes
C#CCCC1(CCNC(=O)c2ccc(NCc3cnn(C)c3)cc2)N=N1	Z4225952127	yes
C#CCCC1(CCNC(=O)Cc2ccc3cnccc3c2)N=N1	Z4225952419	yes
C#CCCC1(CCNC(=O)COCc2ccc(OC)nc2)N=N1	Z4225952435	yes
C#CCCC1(CCNC(=O)COCc2cc[nH]c(=O)c2)N=N1	Z4225952440	yes
C#CCCC1(CCNC(=O)c2cnc(NC3CC3)s2)N=N1	Z4225952476	yes
C#CCCC1(CCNC(=O)c2ccc(NCCc3ccccn3)cc2)N=N1	Z4225952478	yes
C#CCCC1(CCNC(=O)c2ccc(NCCn3ccnc3)cc2)N=N1	Z4225952482	yes
C#CCCC1(CCNC(=O)Cc2cn3cc(C)sc3n2)N=N1	Z4225953137	yes
C#CCCC1(CCNC(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(=O)OCC)N=N1	Z4225953401	yes
C#CCCC1(CCNC(=O)C2CCOC2c2ccnn2Cc2ccccc2)N=N1	Z4225953718	yes
C#CCCC1(CCNC(=O)CCNC(=O)c2cc3ccccc3[nH]2)N=N1	Z4225953748	yes
C#CCCC1(CCNC(=O)CCC2C(C)Nc3ccnn3C2C)N=N1	Z4225953924	yes
C#CCCC1(CCNC(=O)C2(Cc3ccc(O)cc3)CC2)N=N1	Z4225953974	yes
C#CCCC1(CCNC(=O)CCc2ccc(N3CCCS3(=O)=O)cc2)N=N1	Z4225954033	yes
C#CCCC1(CCNC(=O)Cc2cn3cc(F)ccc3n2)N=N1	Z4225954082	yes
C#CCCC1(CCNC(=O)c2nn(C)cc2CN2CCC(OC)C2)N=N1	Z4225954257	yes
C#CCCC1(CCNC(=O)c2nn(C)cc2CN2CCC(O)C2)N=N1	Z4225954264	yes
C#CCCC1(CCNC(=O)c2coc(CN3CCC(OCC)C3)n2)N=N1	Z4225954274	yes
C#CCCC1(CCNC(=O)Cc2csc(NC3(C)CCCC3)n2)N=N1	Z4225954333	yes
C#CCCC1(CCNC(=O)c2ccnnc2NC(C)C)N=N1	Z4225954340	yes
C#CCCC1(CCNC(=O)Cc2ccc(OCc3ccncc3)cc2)N=N1	Z4225954428	yes
C#CCCC1(CCNC(=O)CCC2CC(C(=O)OC)CO2)N=N1	Z4225954560	yes
C#CCCC1(CCNC(=O)Cc2cccc3ncccc23)N=N1	Z4225954582	yes
C#CCCC1(CCNC(=O)c2cn(C3CCOCC3)nc2C)N=N1	Z4225954649	yes
C#CCCC1(CCNC(=O)Cc2sc(CCCC)nc2C)N=N1	Z4225954878	yes
C#CCCC1(CCNC(=O)Cc2ccccc2N2CCCC2=O)N=N1	Z4225954893	yes
C#CCCC1(CCNC(=O)c2ccc(-c3ccccc3OC)[nH]c2=O)N=N1	Z4225954898	yes
C#CCCC1(CCNC(=O)c2cnc(CC3CC3)s2)N=N1	Z4225955013	yes
C#CCCC1(CCNC(=O)c2cc3nc(C4CC4)cc(C(F)F)n3n2)N=N1	Z4225955065	yes
C#CCCC1(CCNC(=O)c2sc3cncn3c2C)N=N1	Z4225955095	yes
C#CCCC1(CCNC(=O)Cn2ccc3c(NC(C)=O)cccc32)N=N1	Z4225955108	yes
C#CCCC1(CCNC(=O)c2c(C(F)F)nc3cnccn23)N=N1	Z4225955210	yes
C#CCCC1(CCNC(=O)C2CC(O)CN2C(=O)Cc2ccccc2F)N=N1	Z4225955382	yes
C#CCCC1(CCNC(=O)c2cccc3nc[nH]c(=O)c23)N=N1	Z4225955434	yes
C#CCCC1(CCNC(=O)C2CCC(Cn3ccnc3)O2)N=N1	Z4225955479	yes
C#CCCC1(CCNC(=O)c2ccccc2CC(=O)Nc2cccnc2)N=N1	Z4225955499	yes
C#CCCC1(CCNC(=O)C23CC4CC(CC(C)(C4)C2)C3)N=N1	Z4225955657	yes
C#CCCC1(CCNC(=O)C2(c3ccc4c(c3)OCCO4)CC2)N=N1	Z4225955662	yes
C#CCCC1(CCNC(=O)c2nnn(C)c2C(F)(F)F)N=N1	Z4225955856	yes
C#CCCC1(CCNC(=O)[C@@H](c2ccccc2)N2Cc3ccccc3C2=O)N=N1	Z4225955893	yes
C#CCCC1(CCNC(=O)c2cccc(NCc3nc(C)cs3)c2)N=N1	Z4225955923	yes
C#CCCC1(CCNC(=O)c2cccc(NCc3cncs3)c2)N=N1	Z4225955924	yes
C#CCCC1(CCNC(=O)Cn2nc(C(F)(F)F)c3c2CCCC3)N=N1	Z4225955983	yes
C#CCCC1(CCNC(=O)COC2CCN(C)CC2)N=N1	Z4225955998	yes
C#CCCC1(CCNC(=O)CCCN(C)C(=O)c2ccncc2)N=N1	Z4225956088	yes
C#CCCC1(CCNC(=O)c2cccc(Nc3nccs3)c2)N=N1	Z4225956112	yes
C#CCCC1(CCNC(=O)Cn2nc(C)c3cccnc32)N=N1	Z4225956136	yes
C#CCCC1(CCNC(=O)CC2CC2Cc2ccccc2)N=N1	Z4225956316	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)NCCO3)N=N1	Z4225956337	yes
C#CCCC1(CCNC(=O)CCc2ccc(OCCN(C)C)cc2)N=N1	Z4225956368	yes
C#CCCC1(CCNC(=O)c2cnn3c2NC(C)CC3C(F)F)N=N1	Z4225956472	yes
C#CCCC1(CCNC(=O)c2cc(F)cc(C(=O)OC)c2)N=N1	Z4225956484	yes
C#CCCC1(CCNC(=O)CC2CC(=O)Nc3ccccc32)N=N1	Z4225956602	yes
C#CCCC1(CCNC(=O)c2c(F)ccc3c2OCO3)N=N1	Z4225956747	yes
C#CCCC1(CCNC(=O)Cc2cc(=O)n(CC(C)C)[nH]2)N=N1	Z4225956771	yes
C#CCCC1(CCNC(=O)C2CCOC2c2ccnn2C(C)C)N=N1	Z4225956972	yes
C#CCCC1(CCNC(=O)c2cc(=O)c(OCc3ccc(F)cc3)co2)N=N1	Z4225956999	yes
C#CCCC1(CCNC(=O)Cc2cccc3c2OCCO3)N=N1	Z4225957130	yes
C#CCCC1(CCNC(=O)C2CCN(Cc3ccccc3)C2=O)N=N1	Z4225957181	yes
C#CCCC1(CCNC(=O)c2cc3nccc(C(F)(F)F)n3n2)N=N1	Z4225957206	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)NCC3)N=N1	Z4225957243	yes
C#CCCC1(CCNC(=O)c2cccc3c2[nH]c(=O)n3CC(C)(C)C)N=N1	Z4225957311	yes
C#CCCC1(CCNC(=O)c2ccc(NC(=O)Cc3cccnc3)cc2)N=N1	Z4225957564	yes
C#CCCC1(CCNC(=O)C2CCCC(Nc3cnccn3)C2)N=N1	Z4225957726	yes
C#CCCC1(CCNC(=O)c2cn(CC3CCCO3)nn2)N=N1	Z4225957797	yes
C#CCCC1(CCNC(=O)C2CN(C(C)(C)C)CC2C(F)(F)F)N=N1	Z4225957878	yes
C#CCCC1(CCNC(=O)c2ccn3c(C)cc(C)nc23)N=N1	Z4225958144	yes
C#CCCC1(CCNC(=O)C(O)c2ccc(C3CC3)cc2)N=N1	Z4225958225	yes
C#CCCC1(CCNC(=O)c2ccc(C3CCCC(=O)N3)cc2)N=N1	Z4225958298	yes
C#CCCC1(CCNC(=O)Cc2cnn(Cc3ccccc3)c2)N=N1	Z4225958303	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(C)C(C)O3)N=N1	Z4225958382	yes
C#CCCC1(CCNC(=O)C2CCOC2c2c(C)nn(C)c2C)N=N1	Z4225958520	yes
C#CCCC1(CCNC(=O)c2cnn3c2NC(C2CC2)CC3C(F)F)N=N1	Z4225958583	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)NC(=O)NC3)N=N1	Z4225958677	yes
C#CCCC1(CCNC(=O)c2csc(COc3ccccc3)n2)N=N1	Z4225958681	yes
C#CCCC1(CCNC(=O)c2[nH]c(-c3cccnc3)nc2C)N=N1	Z4225958761	yes
C#CCCC1(CCNC(=O)c2oc3ccccc3c(=O)c2C)N=N1	Z4225958891	yes
C#CCCC1(CCNC(=O)C2CCCc3nnn(C)c32)N=N1	Z4225958923	yes
C#CCCC1(CCNC(=O)c2cc(NCc3ccccc3)ccn2)N=N1	Z4225959083	yes
C#CCCC1(CCNC(=O)c2cc(F)c(C(=O)OC)cc2F)N=N1	Z4225959132	yes
C#CCCC1(CCNC(=O)C(C)(C)Cc2cnn[nH]2)N=N1	Z4225959156	yes
C#CCCC1(CCNC(=O)c2cncc3ccc(F)cc23)N=N1	Z4225959190	yes
C#CCCC1(CCNC(=O)Cc2cncc(Br)c2)N=N1	Z4225959204	yes
C#CCCC1(CCNC(=O)C2CCOC2c2cnn(Cc3ccccc3)c2)N=N1	Z4225959251	yes
C#CCCC1(CCNC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)c2ccccc2)N=N1	Z4225959261	yes
C#CCCC1(CCNC(=O)C2CCC(=O)N(CCC)C2c2cncn2C)N=N1	Z4225959269	yes
C#CCCC1(CCNC(=O)c2cc3nccnc3cc2C)N=N1	Z4225959328	yes
C#CCCC1(CCNC(=O)c2nc3c(s2)COCC3)N=N1	Z4225959508	yes
C#CCCC1(CCNC(=O)c2cn(CCN3CCOCC3)nn2)N=N1	Z4225959788	yes
C#CCCC1(CCNC(=O)c2cccc(NS(=O)(=O)C3CC3)c2)N=N1	Z4225959816	yes
C#CCCC1(CCNC(=O)Cn2nnc(C(C)(C)C)n2)N=N1	Z4225959862	yes
C#CCCC1(CCNC(=O)CC23CCC(CC2)C3(C)C)N=N1	Z4225960185	yes
C#CCCC1(CCNC(=O)Cn2cc(C3CCOC3)cn2)N=N1	Z4225960187	yes
C#CCCC1(CCNC(=O)c2cn(C)nc2-c2ccnn2C)N=N1	Z4225960261	yes
C#CCCC1(CCNC(=O)C2CC(=O)N(CC)C2c2nccn2CC)N=N1	Z4225960428	yes
C#CCCC1(CCNC(=O)CC2COCCN2CC)N=N1	Z4225960470	yes
C#CCCC1(CCNC(=O)CC(c2ccc(OC)cc2)C(F)F)N=N1	Z4225960511	yes
C#CCCC1(CCNC(=O)C2CC(=O)NC(c3ccccc3)C2)N=N1	Z4225960523	yes
C#CCCC1(CCNC(=O)C2CC3CC2C2C3C2(F)F)N=N1	Z4225960684	yes
C#CCCC1(CCNC(=O)c2c(C)nc(C3CC3)nc2C)N=N1	Z4225960742	yes
C#CCCC1(CCNC(=O)c2nc3ccccc3[nH]c2=O)N=N1	Z4225960896	yes
C#CCCC1(CCNC(=O)C2Cc3ccccc3NC2=O)N=N1	Z4225960986	yes
C#CCCC1(CCNC(=O)C2CCc3nc(C)ncc3C2)N=N1	Z4225961039	yes
C#CCCC1(CCNC(=O)C2(C)Cc3ccccc3NC2=O)N=N1	Z4225961127	yes
C#CCCC1(CCNC(=O)c2ncnc3c(C)csc23)N=N1	Z4225961210	yes
C#CCCC1(CCNC(=O)c2ccn(C(C)C)c(=O)c2)N=N1	Z4225961360	yes
C#CCCC1(CCNC(=O)CC2CCn3cncc3C2)N=N1	Z4225961586	yes
C#CCCC1(CCNC(=O)C2CCCN(Cc3ccncc3)C2)N=N1	Z4225961839	yes
C#CCCC1(CCNC(=O)C(C)OCc2cncs2)N=N1	Z4225961905	yes
C#CCCC1(CCNC(=O)C2CCCn3cnnc32)N=N1	Z4225961928	yes
C#CCCC1(CCNC(=O)C2CCc3c(nc(C)n3CCOC(C)=O)C2)N=N1	Z4225961981	yes
C#CCCC1(CCNC(=O)C(C)Oc2ccc(Cl)cc2CO)N=N1	Z4225962007	yes
C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)OCC3)N=N1	Z4225962117	yes
C#CCCC1(CCNC(=O)c2cc3c(C)cc(C(=O)OC)cc3[nH]2)N=N1	Z4225962158	yes
C#CCCC1(CCNC(=O)Cn2nc(C3CC3)n(C)c2=O)N=N1	Z4225962246	yes
C#CCCC1(CCNC(=O)c2ccc(-c3nnc(C(F)F)o3)cc2)N=N1	Z4225962441	yes
C#CCCC1(CCNC(=O)C2(NC(C)CC)Cc3ccccc3C2)N=N1	Z4225962630	yes
C#CCCC1(CCNC(=O)c2cc(CC3CC3)c(O)c(OC)c2)N=N1	Z4225962670	yes
C#CCCC1(CCNC(=O)c2nccn2Cc2ccc(OC)cc2)N=N1	Z4225962674	yes
C#CCCC1(CCNC(=O)c2ccc(N)c(-c3nccs3)c2)N=N1	Z4225962689	yes
C#CCCC1(CCNC(=O)c2nn(C)c3c2COCC3)N=N1	Z4225962724	yes
C#CCCC1(CCNC(=O)Cc2ccc3c(c2)CCOC3)N=N1	Z4225962875	yes
C#CCCC1(CCNC(=O)C2CC2c2ccc3c(c2)OCCO3)N=N1	Z4225962898	yes
C#CCCC1(CCNC(=O)C(F)(F)CCn2ccnn2)N=N1	Z4225963232	yes
C#CCCC1(CCNC(=O)C(F)(F)CCn2cccn2)N=N1	Z4225963237	yes
C#CCCC1(CCNC(=O)c2ccccc2NC(=O)N2CCCCC2)N=N1	Z4225963263	yes
C#CCCC1(CCNC(=O)c2cnc(CC3CC3)[nH]c2=O)N=N1	Z4225963267	yes
C#CCCC1(CCNC(=O)c2n[nH]c3c2CC(C)OC3C)N=N1	Z4225963417	yes
C#CCCC1(CCNC(=O)C2COc3ccc(F)cc32)N=N1	Z4225963431	yes
C#CCCC1(CCNC(=O)C2CCCN2c2cnccn2)N=N1	Z4225963466	yes
C#CCCC1(CCNC(=O)C2(NCc3ccccc3)CCOCC2)N=N1	Z4225963707	yes
C#CCCC1(CCNC(=O)c2cncc3c2CCNC3=O)N=N1	Z4225963850	yes
C#CCCC1(CCNC(=O)C2Cc3ccccc3N(C)C2=O)N=N1	Z4225963863	yes
C#CCCC1(CCNC(=O)c2cncc(-n3cccc3)c2)N=N1	Z4225963970	yes
C#CCCC1(CCNC(=O)c2nc3ccc(Cl)nn3n2)N=N1	Z4225963974	yes
C#CCCC1(CCNC(=O)CN2CCN(c3ccncc3)CC2)N=N1	Z4225964020	yes
C#CCCC1(CCNC(=O)c2cnc(N3CCCCC3)cn2)N=N1	Z4225964285	yes
C#CCCC1(CCNC(=O)c2ccc3nnc(-c4ccccc4)n3c2)N=N1	Z4225964474	yes
C#CCCC1(CCNC(=O)c2coc(-c3cnn(C)c3)n2)N=N1	Z4225964568	yes
C#CCCC1(CCNC(=O)c2cccc(N=S3(=O)CCCC3)c2)N=N1	Z4225964647	yes
C#CCCC1(CCNC(=O)Cn2nc(C)c3c(C(F)F)cc(C)nc32)N=N1	Z4225964695	yes
C#CCCC1(CCNC(=O)CCc2ccc3ocnc3c2)N=N1	Z4225964778	yes
C#CCCC1(CCNC(=O)C2CCn3cc(CC)nc3C2)N=N1	Z4225964796	yes
C#CCCC1(CCNC(=O)c2cc3cccc(OC(F)F)c3o2)N=N1	Z4225964884	yes
C#CCCC1(CCNC(=O)CC(c2ccccc2)n2cnnn2)N=N1	Z4225965003	yes
C#CCCC1(CCNC(=O)c2ncsc2-c2ccccn2)N=N1	Z4225965006	yes
C#CCCC1(CCNC(=O)c2ccnc3c2CN(C(=O)OC(C)(C)C)CC3)N=N1	Z4225965077	yes
C#CCCC1(CCNC(=O)c2ccccc2-c2ncn[nH]2)N=N1	Z4225965174	yes
C#CCCC1(CCNC(=O)C2(c3ccc(O)cc3)CCCCC2)N=N1	Z4225965211	yes
C#CCCC1(CCNC(=O)c2ccc3cc[nH]c(=O)c3n2)N=N1	Z4225965235	yes
C#CCCC1(CCNC(=O)C2(C3(O)CCN(C)CC3)CC2)N=N1	Z4225965243	yes
C#CCCC1(CCNC(=O)c2ncnn2C2CCOCC2)N=N1	Z4225965246	yes
C#CCCC1(CCNC(=O)c2cncc3c(=O)[nH]ccc23)N=N1	Z4225965252	yes
C#CCCC1(CCNC(=O)Cc2cccc(OCC3CC3)c2)N=N1	Z4225965443	yes
C#CCCC1(CCNC(=O)c2cncc(-n3ccnc3)n2)N=N1	Z4225965506	yes
C#CCCC1(CCNC(=O)C2CC2c2cnn(C(C)C)c2)N=N1	Z4225965556	yes
C#CCCC1(CCNC(=O)CC2Cc3ccccc3NC2=O)N=N1	Z4225965664	yes
C#CCCC1(CCNC(=O)c2ccc(C3(OC)CCOCC3)nc2)N=N1	Z4225965674	yes
C#CCCC1(CCNC(=O)CCc2ccc3c(n2)NCCC3)N=N1	Z4225965733	yes
C#CCCC1(CCNC(=O)CC(c2ccccc2)N2CCCC2)N=N1	Z4225965837	yes
C#CCCC1(CCNC(=O)c2c(OC)ccc3ncccc23)N=N1	Z4225966094	yes
C#CCCC1(CCNC(=O)c2c3c(n[nH]c2=O)CCCC3)N=N1	Z4225966219	yes
C#CCCC1(CCNC(=O)c2ccc3[nH]cc(C#N)c3c2)N=N1	Z4225966321	yes
C#CCCC1(CCNC(=O)C2COC(Cn3cccn3)C2)N=N1	Z4225966519	yes
C#CCCC1(CCNC(=O)c2cc(C)c3nc(C)nn3c2)N=N1	Z4225966566	yes
