smiles	catalog_id	found_in_enaminestore
C#CCCC1(CCC(=O)N2CCN(Cc3cccc(F)c3)CC2)N=N1	Z2866904272	yes
C#CCCC1(CCC(=O)Nc2nc3c(COC)cccc3s2)N=N1	Z2866904276	yes
C#CCCC1(CCC(=O)N[C@@H]2CC(=O)N(C)[C@H]2c2ccnn2C)N=N1	Z2866904278	yes
C#CCCC1(CCC(=O)NC2CCCN(c3ccnn3C)C2=O)N=N1	Z2866904280	yes
C#CCCC1(CCC(=O)N2CCN(c3nccn(C)c3=O)CC2)N=N1	Z2866904282	yes
C#CCCC1(CCC(=O)NC2CCN(c3cc(C)nn3C)C2=O)N=N1	Z2866904295	yes
C#CCCC1(CCC(=O)NC2CCN(C(=O)c3ccoc3)CC2)N=N1	Z2866904297	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCCC3=O)c(F)c2)N=N1	Z2866904303	yes
C#CCCC1(CCC(=O)N2Cc3cncnc3C2)N=N1	Z2866904307	yes
C#CCCC1(CCC(=O)N2CCC(Cc3ccc(F)cc3)CC2)N=N1	Z2866904313	yes
C#CCCC1(CCC(=O)N2CCC(c3ccc(F)cc3C)CC2)N=N1	Z2866904316	yes
C#CCCC1(CCC(=O)N2CCCCC2Cc2ccc(F)cc2)N=N1	Z2866904319	yes
C#CCCC1(CCC(=O)NCc2ccc(N3CCOCC3)nc2)N=N1	Z2866904324	yes
C#CCCC1(CCC(=O)Nc2cccc(CN3CCOCC3)n2)N=N1	Z2866904326	yes
C#CCCC1(CCC(=O)N2CCN(c3cc(OC)ccn3)CC2)N=N1	Z2866904328	yes
C#CCCC1(CCC(=O)NCc2cccnc2N2CCOCC2)N=N1	Z2866904330	yes
C#CCCC1(CCC(=O)N2CCN(c3ccncc3OC)CC2)N=N1	Z2866904332	yes
C#CCCC1(CCC(=O)N2CCOC(COc3ccccc3)C2)N=N1	Z2866904333	yes
C#CCCC1(CCC(=O)N2CCC(C(F)(F)F)C3(CCC3)C2)N=N1	Z2866904337	yes
C#CCCC1(CCC(=O)NC2(C(=O)O)COc3ccccc3C2)N=N1	Z2866904340	yes
C#CCCC1(CCC(=O)N2Cc3cccnc3C2)N=N1	Z2866904346	yes
C#CCCC1(CCC(=O)N2CCc3ccncc32)N=N1	Z2866904347	yes
C#CCCC1(CCC(=O)N2CCC(c3nnc4n3CCC4)CC2)N=N1	Z2866904355	yes
C#CCCC1(CCC(=O)N2CCCC(c3nnc4n3CCC4)C2)N=N1	Z2866904357	yes
C#CCCC1(CCC(=O)N2CCC[C@H]2Cn2cc(C3CC3)nn2)N=N1	Z2866904361	yes
C#CCCC1(CCC(=O)N2CCN(c3nc(C)cc(C)n3)CC2)N=N1	Z2866904363	yes
C#CCCC1(CCC(=O)NC2CCCN(c3ccc(C)nn3)C2)N=N1	Z2866904369	yes
C#CCCC1(CCC(=O)N(C)C2CCCN(c3cccnn3)C2)N=N1	Z2866904371	yes
C#CCCC1(CCC(=O)NCc2cc(C)nc(N3CCCC3)n2)N=N1	Z2866904373	yes
C#CCCC1(CCC(=O)N2CCC(Oc3cc(C)ccn3)CC2)N=N1	Z2866904377	yes
C#CCCC1(CCC(=O)NC2CCN(c3cccc(OC)c3)C2)N=N1	Z2866904389	yes
C#CCCC1(CCC(=O)N2CCC(c3ccc(OC)cn3)CC2)N=N1	Z2866904394	yes
C#CCCC1(CCC(=O)N2CCN(C3CC3)c3cc(F)ccc32)N=N1	Z2866904401	yes
C#CCCC1(CCC(=O)Nc2ccc(N3CCNC(=O)C3)nc2)N=N1	Z2866904403	yes
C#CCCC1(CCC(=O)Nc2nn(C)c3cc(C)n(C)c(=O)c23)N=N1	Z2866904407	yes
C#CCCC1(CCC(=O)NCC2CCC3(CCCC3)O2)N=N1	Z2866904415	yes
C#CCCC1(CCC(=O)N2CCCC2C2CCCOC2)N=N1	Z2866904417	yes
C#CCCC1(CCC(=O)N2CCOC(C(F)(F)F)C2)N=N1	Z2866904438	yes
C#CCCC1(CCC(=O)NC2CCN(Cc3ccncc3)CC2)N=N1	Z2866904440	yes
C#CCCC1(CCC(=O)Nc2cc(C)nn2C2CC3CCC2C3)N=N1	Z2866904442	yes
C#CCCC1(CCC(=O)NC2CCN(Cc3ccccn3)CC2)N=N1	Z2866904447	yes
C#CCCC1(CCC(=O)N2CCCC2Cc2ccccc2OC)N=N1	Z2866904453	yes
C#CCCC1(CCC(=O)NCC2(c3ccccc3)CCOCC2)N=N1	Z2866904456	yes
C#CCCC1(CCC(=O)N2CC3(CCCC3)c3cccc(F)c32)N=N1	Z2866904472	yes
C#CCCC1(CCC(=O)Nc2cc(N(C)C)n3nc(C)cc3n2)N=N1	Z2866904475	yes
C#CCCC1(CCC(=O)Nc2ccccc2N2CCNC(=O)C2)N=N1	Z2866904478	yes
C#CCCC1(CCC(=O)Nc2cccc(N3CCCNC3=O)c2)N=N1	Z2866904482	yes
C#CCCC1(CCC(=O)NCc2nc3cc(OC)ccc3n2C)N=N1	Z2866904486	yes
C#CCCC1(CCC(=O)N2CCC(N3CCCC3=O)C2)N=N1	Z2866904501	yes
C#CCCC1(CCC(=O)NC2CC3CCCCN3C2=O)N=N1	Z2866904503	yes
C#CCCC1(CCC(=O)Nc2cccc(CN3CCCCC3)c2)N=N1	Z2866904505	yes
C#CCCC1(CCC(=O)N2CC(N(C)C)CCc3ccccc32)N=N1	Z2866904509	yes
C#CCCC1(CCC(=O)Nc2cccc3c2CN(CC(C)C)C3)N=N1	Z2866904515	yes
C#CCCC1(CCC(=O)NCC2CCCN(c3ccccc3)C2)N=N1	Z2866904517	yes
C#CCCC1(CCC(=O)N2CCCc3c(NC(C)=O)cccc32)N=N1	Z2866904533	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccccc3)CC2)N=N1	Z2866904535	yes
C#CCCC1(CCC(=O)NC2CCN(C(C)=O)c3ccccc32)N=N1	Z2866904553	yes
C#CCCC1(CCC(=O)NC2CCCN(c3ccccc3)C2=O)N=N1	Z2866904557	yes
C#CCCC1(CCC(=O)Nc2cn(-c3cccc(OC)c3)nn2)N=N1	Z2866904560	yes
C#CCCC1(CCC(=O)N2CCc3c(Cl)cccc32)N=N1	Z2866904564	yes
C#CCCC1(CCC(=O)N2Cc3ccc(Cl)cc3C2)N=N1	Z2866904566	yes
C#CCCC1(CCC(=O)N2CCCC3(CCCC3)CC2)N=N1	Z2866904568	yes
C#CCCC1(CCC(=O)NC2CCc3nnnn3CC2)N=N1	Z2866904572	yes
C#CCCC1(CCC(=O)N2CCCC(c3nnco3)C2)N=N1	Z2866904575	yes
C#CCCC1(CCC(=O)N2CCCC2c2nc(C)no2)N=N1	Z2866904577	yes
C#CCCC1(CCC(=O)N2CCC(CC(F)(F)F)C2)N=N1	Z2866904579	yes
C#CCCC1(CCC(=O)N2CCC(C(F)(F)F)CC2)N=N1	Z2866904581	yes
C#CCCC1(CCC(=O)NCC2(c3ccc(C)c(C)c3)CCC2)N=N1	Z2866904583	yes
C#CCCC1(CCC(=O)N2CCC(c3ccon3)CC2)N=N1	Z2866904592	yes
C#CCCC1(CCC(=O)Nc2ccc3c(n2)OCCO3)N=N1	Z2866904593	yes
C#CCCC1(CCC(=O)N2CC3CCCN3Cc3ccccc32)N=N1	Z2866904597	yes
C#CCCC1(CCC(=O)N2CCN(C3CC3)c3c(C)cccc32)N=N1	Z2866904600	yes
C#CCCC1(CCC(=O)NCc2cc(OC)nc3ccccc23)N=N1	Z2866904603	yes
C#CCCC1(CCC(=O)NC2CC2(F)c2ccccc2)N=N1	Z2866904613	yes
C#CCCC1(CCC(=O)N2CC(c3ccc(F)cc3)C2)N=N1	Z2866904618	yes
C#CCCC1(CCC(=O)NC2(c3ccccc3F)CC2)N=N1	Z2866904620	yes
C#CCCC1(CCC(=O)NC2CCc3ccc(F)cc32)N=N1	Z2866904622	yes
C#CCCC1(CCC(=O)N2CCc3n[nH]c(=O)cc3C2)N=N1	Z2866904625	yes
C#CCCC1(CCC(=O)N2CCC3C2C3C(F)(F)F)N=N1	Z2866904627	yes
C#CCCC1(CCC(=O)NC2C3CCC2Cc2ccccc2C3)N=N1	Z2866904635	yes
C#CCCC1(CCC(=O)N2CC(c3ccccc3)C3CCCC32)N=N1	Z2866904637	yes
C#CCCC1(CCC(=O)N2CC3(CCCC3)C2c2ccccc2)N=N1	Z2866904640	yes
C#CCCC1(CCC(=O)NCc2ccc3c(c2)COC3)N=N1	Z2866904678	yes
C#CCCC1(CCC(=O)N2CC(Oc3ccccc3)C2)N=N1	Z2866904681	yes
C#CCCC1(CCC(=O)NC2COc3ccc(C)cc32)N=N1	Z2866904683	yes
C#CCCC1(CCC(=O)NCc2nc3ncccn3n2)N=N1	Z2866904685	yes
C#CCCC1(CCC(=O)NCc2nc(C(F)F)no2)N=N1	Z2866904687	yes
C#CCCC1(CCC(=O)Nc2nnc(C3CCOCC3)s2)N=N1	Z2866904695	yes
C#CCCC1(CCC(=O)Nc2ccc3c(C)noc3c2)N=N1	Z2866904702	yes
C#CCCC1(CCC(=O)N2CCC(C)(N3CCOCC3)CC2)N=N1	Z2866904707	yes
C#CCCC1(CCC(=O)N2CCCN(CC3CCCO3)CC2)N=N1	Z2866904710	yes
C#CCCC1(CCC(=O)NC2CCN(CC3CCOC3)CC2)N=N1	Z2866904712	yes
C#CCCC1(CCC(=O)NCc2cccc(-c3ccncc3)c2)N=N1	Z2866904727	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)C3CCCO3)CC2)N=N1	Z2866904729	yes
C#CCCC1(CCC(=O)NC2CCC(=O)NC2C2CCCO2)N=N1	Z2866904731	yes
C#CCCC1(CCC(=O)NCC2(CF)CCOCC2)N=N1	Z2866904743	yes
C#CCCC1(CCC(=O)Nc2cc(C)c3nccn3c2)N=N1	Z2866904745	yes
C#CCCC1(CCC(=O)N2C3CCC2CC(F)(F)C3)N=N1	Z2866904747	yes
C#CCCC1(CCC(=O)N2CCC3(CC2)CC3(F)F)N=N1	Z2866904751	yes
C#CCCC1(CCC(=O)N2CCCC3(C2)CC3(F)F)N=N1	Z2866904758	yes
C#CCCC1(CCC(=O)NC2CC(OCC)C23CCCCC3)N=N1	Z2866904764	yes
C#CCCC1(CCC(=O)NC2(c3ccc(F)cc3F)CCC2)N=N1	Z2866904806	yes
C#CCCC1(CCC(=O)N2CCCC(OCC(F)(F)F)C2)N=N1	Z2866904810	yes
C#CCCC1(CCC(=O)N2CC(C(F)(F)F)OC(C)(C)C2)N=N1	Z2866904814	yes
C#CCCC1(CCC(=O)Nc2ccc3c(cnn3C(F)F)c2)N=N1	Z2866904819	yes
C#CCCC1(CCC(=O)N2CCN(C)c3cc(Cl)ccc32)N=N1	Z2866904827	yes
C#CCCC1(CCC(=O)NC2CCCC3CN(C(C)=O)CC32)N=N1	Z2866904864	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)C3CC3)CC2(C)C)N=N1	Z2866904867	yes
C#CCCC1(CCC(=O)N2CCCC(N3CCCC3=O)CC2)N=N1	Z2866904869	yes
C#CCCC1(CCC(=O)N2CCc3c(nnn3CCOC)C2)N=N1	Z2866904871	yes
C#CCCC1(CCC(=O)NC2CCCn3nc(COC)nc32)N=N1	Z2866904873	yes
C#CCCC1(CCC(=O)N2CCN(c3ncc(F)cn3)CC2)N=N1	Z2866904875	yes
C#CCCC1(CCC(=O)N2CCCN(CC(F)(F)F)CC2)N=N1	Z2866904884	yes
C#CCCC1(CCC(=O)N2CCN(CC(F)(F)F)C(=O)C2)N=N1	Z2866904886	yes
C#CCCC1(CCC(=O)NC2CC(c3cccc(Cl)c3)C2)N=N1	Z2866904894	yes
C#CCCC1(CCC(=O)N2C[C@H](OC)C[C@H]2COC)N=N1	Z2866904901	yes
C#CCCC1(CCC(=O)NCC2(c3ccccc3Cl)CC2)N=N1	Z2866904909	yes
C#CCCC1(CCC(=O)N[C@H]2CCCc3ccc(Cl)cc32)N=N1	Z2866904923	yes
C#CCCC1(CCC(=O)N2CC3(CC3)c3ccccc32)N=N1	Z2866904927	yes
C#CCCC1(CCC(=O)NCc2cn3cc(Cl)ccc3n2)N=N1	Z2866904931	yes
C#CCCC1(CCC(=O)Nc2nc3cc(Cl)ccc3n2C)N=N1	Z2866904936	yes
C#CCCC1(CCC(=O)N2CCOCC2CC(=O)O)N=N1	Z2866904943	yes
C#CCCC1(CCC(=O)N2CC3(CCC3)C2C2CCOCC2)N=N1	Z2866904950	yes
C#CCCC1(CCC(=O)N2CCN(Cc3cc(C)on3)CC2)N=N1	Z2866904952	yes
C#CCCC1(CCC(=O)Nc2cc(C3CCOCC3)nn2C)N=N1	Z2866904955	yes
C#CCCC1(CCC(=O)NC[C@@H]2CCO[C@H]2c2cnn(C)c2)N=N1	Z2866904958	yes
C#CCCC1(CCC(=O)NC2CCOC(c3nccn3C)C2)N=N1	Z2866904961	yes
C#CCCC1(CCC(=O)Nc2cnn(C3CCOCC3)c2C)N=N1	Z2866904963	yes
C#CCCC1(CCC(=O)Nc2cc(C3CCCOC3)nn2C)N=N1	Z2866904966	yes
C#CCCC1(CCC(=O)NC2(c3noc(CC)n3)CCCC2)N=N1	Z2866904969	yes
C#CCCC1(CCC(=O)NC2CCOC(c3ccnn3C)C2)N=N1	Z2866904976	yes
C#CCCC1(CCC(=O)N2CCN(Cc3cc(C)no3)CC2)N=N1	Z2866904978	yes
C#CCCC1(CCC(=O)Nc2cc(C)nn2C2CCOCC2)N=N1	Z2866904981	yes
C#CCCC1(CCC(=O)NC2CCN(c3ncccc3F)C2)N=N1	Z2866904988	yes
C#CCCC1(CCC(=O)N2CCOCC2CC(N)=O)N=N1	Z2866905004	yes
C#CCCC1(CCC(=O)NCC(=O)N2CCOCC2)N=N1	Z2866905008	yes
C#CCCC1(CCC(=O)N2CCN(C3CC4CCC3C4)CC2)N=N1	Z2866905012	yes
C#CCCC1(CCC(=O)NC2CCCN(c3ccnn3C)C2)N=N1	Z2866905016	yes
C#CCCC1(CCC(=O)N2CCC[C@H]2Cn2nc(C)nc2C)N=N1	Z2866905019	yes
C#CCCC1(CCC(=O)N2CCN(C)C(c3nccn3C)C2)N=N1	Z2866905022	yes
C#CCCC1(CCC(=O)N2CCN(Cc3cnn(C)c3)CC2)N=N1	Z2866905029	yes
C#CCCC1(CCC(=O)Nc2nc3ccc(OC)cc3s2)N=N1	Z2866905036	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccccc3F)C2)N=N1	Z2866905047	yes
C#CCCC1(CCC(=O)N2CCCN(C)c3cc(F)ccc32)N=N1	Z2866905052	yes
C#CCCC1(CCC(=O)N2CCN(c3cnn(C)c3)C(=O)C2)N=N1	Z2866905057	yes
C#CCCC1(CCC(=O)N2CCN(C(=O)c3ccco3)CC2)N=N1	Z2866905062	yes
C#CCCC1(CCC(=O)Nc2cc3c(cc2F)CCC(=O)N3)N=N1	Z2866905065	yes
C#CCCC1(CCC(=O)N2CCCC(C)(OC)CC2)N=N1	Z2866905071	yes
C#CCCC1(CCC(=O)N2CCC(CC(=O)O)CC2)N=N1	Z2866905082	yes
C#CCCC1(CCC(=O)N2CCC(C)(C(=O)O)CC2)N=N1	Z2866905086	yes
C#CCCC1(CCC(=O)NCC2(C(=O)O)CCCC2)N=N1	Z2866905093	yes
C#CCCC1(CCC(=O)N2CCCC(CC(=O)O)C2)N=N1	Z2866905099	yes
C#CCCC1(CCC(=O)NC2CCC(C(=O)O)CC2)N=N1	Z2866905101	yes
C#CCCC1(CCC(=O)N2CCCC(C)(C(=O)O)C2)N=N1	Z2866905105	yes
C#CCCC1(CCC(=O)N2CCC(Cc3ccnn3C)CC2)N=N1	Z2866905130	yes
C#CCCC1(CCC(=O)N2CCCCC2c2nccn2CC)N=N1	Z2866905133	yes
C#CCCC1(CCC(=O)N2CCCC(n3nc(C)cc3C)C2)N=N1	Z2866905139	yes
C#CCCC1(CCC(=O)N2CCc3c(nc(C(C)C)n3C)C2)N=N1	Z2866905142	yes
C#CCCC1(CCC(=O)N2CCC(C)(c3cccc(F)c3)C2)N=N1	Z2866905157	yes
C#CCCC1(CCC(=O)N2CC(c3ccc(F)cc3)CC2C)N=N1	Z2866905160	yes
C#CCCC1(CCC(=O)NC2CCC(c3ccc(F)cc3)C2)N=N1	Z2866905168	yes
C#CCCC1(CCC(=O)NCC2(c3ccccc3F)CCC2)N=N1	Z2866905170	yes
C#CCCC1(CCC(=O)N2CCC(Oc3cnccn3)CC2)N=N1	Z2866905172	yes
C#CCCC1(CCC(=O)Nc2cnccc2N2CCOCC2)N=N1	Z2866905175	yes
C#CCCC1(CCC(=O)N(C)CC2COc3ccccc3O2)N=N1	Z2866905177	yes
C#CCCC1(CCC(=O)N(C)Cc2ccc3c(c2)OCCO3)N=N1	Z2866905179	yes
C#CCCC1(CCC(=O)Nc2cccc3c2OCCC3OC)N=N1	Z2866905182	yes
C#CCCC1(CCC(=O)NCC2(OC)CCC(F)(F)CC2)N=N1	Z2866905187	yes
C#CCCC1(CCC(=O)NCc2c(C(F)(F)F)cnn2C)N=N1	Z2866905191	yes
C#CCCC1(CCC(=O)NC2CCCCC2C(N)=O)N=N1	Z2866905193	yes
C#CCCC1(CCC(=O)NCC(=O)N2CCCCC2)N=N1	Z2866905195	yes
C#CCCC1(CCC(=O)N2CCN(c3ccnc(C)n3)CC2)N=N1	Z2866905205	yes
C#CCCC1(CCC(=O)N2CCc3ncnc(N(C)C)c3C2)N=N1	Z2866905209	yes
C#CCCC1(CCC(=O)Nc2cccc(N3CCOCC3)c2)N=N1	Z2866905210	yes
C#CCCC1(CCC(=O)NC2CCCc3c2ccc(=O)n3C)N=N1	Z2866905213	yes
C#CCCC1(CCC(=O)NC2CCOC(c3ccncc3)C2)N=N1	Z2866905218	yes
C#CCCC1(CCC(=O)Nc2ccc(OC3CCCC3)nc2)N=N1	Z2866905219	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)OCC(=O)N3C)N=N1	Z2866905231	yes
C#CCCC1(CCC(=O)Nc2ccc3oc(COC)nc3c2)N=N1	Z2866905233	yes
C#CCCC1(CCC(=O)N2CCC3(CCOC3)CC2)N=N1	Z2866905239	yes
C#CCCC1(CCC(=O)N2CCCC3COCCC32)N=N1	Z2866905240	yes
C#CCCC1(CCC(=O)N2C[C@]3(C)COC[C@]3(C)C2)N=N1	Z2866905243	yes
C#CCCC1(CCC(=O)N2CCCC3(CCOC3)C2)N=N1	Z2866905244	yes
C#CCCC1(CCC(=O)NC2CC(OC)C23CCC3)N=N1	Z2866905246	yes
C#CCCC1(CCC(=O)NCc2ccc(C(=O)O)o2)N=N1	Z2866905250	yes
C#CCCC1(CCC(=O)NCc2ccnc(N3CCCC3)c2)N=N1	Z2866905255	yes
C#CCCC1(CCC(=O)N2CCN(Cc3ccccn3)CC2)N=N1	Z2866905258	yes
C#CCCC1(CCC(=O)NCc2cccnc2N2CCCC2)N=N1	Z2866905260	yes
C#CCCC1(CCC(=O)N2CCN(c3cnccc3C)CC2)N=N1	Z2866905268	yes
C#CCCC1(CCC(=O)N2CCC(c3ccc(OC)cc3)C2)N=N1	Z2866905270	yes
C#CCCC1(CCC(=O)Nc2cccc(C3CCOCC3)c2)N=N1	Z2866905277	yes
C#CCCC1(CCC(=O)N2CCc3cccc(OC)c3CC2)N=N1	Z2866905284	yes
C#CCCC1(CCC(=O)N2CCCCc3c(OC)cccc32)N=N1	Z2866905286	yes
C#CCCC1(CCC(=O)N2CCOC(Cc3ccccc3)C2)N=N1	Z2866905289	yes
C#CCCC1(CCC(=O)NC2(c3ccccc3)CCOCC2)N=N1	Z2866905295	yes
C#CCCC1(CCC(=O)N2CCCC2c2ccccc2OC)N=N1	Z2866905298	yes
C#CCCC1(CCC(=O)NCC2CCC(c3ccccc3)O2)N=N1	Z2866905299	yes
C#CCCC1(CCC(=O)N2CC3(CCCC3)C2c2ccco2)N=N1	Z2866905301	yes
C#CCCC1(CCC(=O)Nc2nc(-c3ccncc3)cs2)N=N1	Z2866905303	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)N=N1	Z2866905308	yes
C#CCCC1(CCC(=O)Nc2nc3c(OC)cccc3n2C)N=N1	Z2866905310	yes
C#CCCC1(CCC(=O)NC2(C(=O)O)Cc3ccccc3C2)N=N1	Z2866905315	yes
C#CCCC1(CCC(=O)NCc2oc3ccccc3c2OC)N=N1	Z2866905322	yes
C#CCCC1(CCC(=O)NCc2cnc(C(F)(F)F)nc2)N=N1	Z2866905324	yes
C#CCCC1(CCC(=O)NCC2CCN(c3ccccc3)C2)N=N1	Z2866905331	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccccc3)CC2)N=N1	Z2866905340	yes
C#CCCC1(CCC(=O)N2CCCN(c3ccccc3)CC2)N=N1	Z2866905342	yes
C#CCCC1(CCC(=O)N2CCN(C)CC2c2ccccc2)N=N1	Z2866905346	yes
C#CCCC1(CCC(=O)NC2CCCN(C)c3ccccc32)N=N1	Z2866905348	yes
C#CCCC1(CCC(=O)N2CCN(c3cccc(C)c3)CC2)N=N1	Z2866905350	yes
C#CCCC1(CCC(=O)N2CCC(Cc3cccnc3)CC2)N=N1	Z2866905352	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCC3N(C)C)N=N1	Z2866905356	yes
C#CCCC1(CCC(=O)NCCN2c3ccccc3CC2C)N=N1	Z2866905359	yes
C#CCCC1(CCC(=O)N2CCC(c3ccc(C)nc3)CC2)N=N1	Z2866905361	yes
C#CCCC1(CCC(=O)Nc2cnc3c(cnn3C(C)C)c2)N=N1	Z2866905364	yes
C#CCCC1(CCC(=O)Nc2ccc3nnc(C(C)C)n3c2)N=N1	Z2866905366	yes
C#CCCC1(CCC(=O)N2CCNC(=O)C2c2ccccc2)N=N1	Z2866905372	yes
C#CCCC1(CCC(=O)Nc2cccc(N3CCCC3=O)c2)N=N1	Z2866905375	yes
C#CCCC1(CCC(=O)Nc2ccc3c(c2)CCCC(=O)N3)N=N1	Z2866905377	yes
C#CCCC1(CCC(=O)N2CCC(C(N)=O)c3ccccc32)N=N1	Z2866905385	yes
C#CCCC1(CCC(=O)N2CC(C(N)=O)Cc3ccccc32)N=N1	Z2866905387	yes
C#CCCC1(CCC(=O)NC2CCN(c3ccccc3)C2=O)N=N1	Z2866905389	yes
C#CCCC1(CCC(=O)Nc2cccc3c2CCN3C(C)=O)N=N1	Z2866905394	yes
C#CCCC1(CCC(=O)Nc2cccc(C(=O)NC3CC3)c2)N=N1	Z2866905396	yes
C#CCCC1(CCC(=O)NCCN2C(=O)Cc3ccccc32)N=N1	Z2866905398	yes
C#CCCC1(CCC(=O)N2CCC(=O)N(C)c3ccccc32)N=N1	Z2866905400	yes
C#CCCC1(CCC(=O)Nc2c(C(N)=O)oc3ccccc23)N=N1	Z2866905404	yes
C#CCCC1(CCC(=O)N2CCC3(CCCC3)CC2)N=N1	Z2866905407	yes
C#CCCC1(CCC(=O)N2CCCC2c2ncon2)N=N1	Z2866905408	yes
C#CCCC1(CCC(=O)NCc2noc(C3CC3)n2)N=N1	Z2866905410	yes
C#CCCC1(CCC(=O)NC2CC(C(F)(F)F)C2)N=N1	Z2866905412	yes
C#CCCC1(CCC(=O)N2CC(CC(F)(F)F)C2)N=N1	Z2866905414	yes
C#CCCC1(CCC(=O)N2CCC(C)(c3ccccc3)CC2)N=N1	Z2866905417	yes
C#CCCC1(CCC(=O)N2CCCC(Cc3ccccc3)C2)N=N1	Z2866905419	yes
C#CCCC1(CCC(=O)NCc2nc3cc(C)ccc3n2C)N=N1	Z2866905421	yes
C#CCCC1(CCC(=O)NCCc2nn(C)c3ccccc23)N=N1	Z2866905423	yes
C#CCCC1(CCC(=O)N2CCN(C3CC3)c3ccccc32)N=N1	Z2866905427	yes
C#CCCC1(CCC(=O)N2CC3CCCN3c3ccccc32)N=N1	Z2866905428	yes
C#CCCC1(CCC(=O)N2CC3(CCC3)C2c2ccncc2)N=N1	Z2866905430	yes
C#CCCC1(CCC(=O)Nc2cc(OC)c3ncccc3c2)N=N1	Z2866905439	yes
C#CCCC1(CCC(=O)Nc2ccc3nc(C4CC4)oc3c2)N=N1	Z2866905441	yes
C#CCCC1(CCC(=O)Nc2ccc3ccc(=O)n(C)c3c2)N=N1	Z2866905443	yes
C#CCCC1(CCC(=O)Nc2ccc3c(OC)nccc3c2)N=N1	Z2866905445	yes
C#CCCC1(CCC(=O)N2C3CCC2CC2(CC2)C3)N=N1	Z2866905447	yes
C#CCCC1(CCC(=O)N2CC3(CCC3)C2C2CC2)N=N1	Z2866905449	yes
C#CCCC1(CCC(=O)N2CC(Cc3ccco3)C2)N=N1	Z2866905450	yes
C#CCCC1(CCC(=O)Nc2cccc3c2OCO3)N=N1	Z2866905454	yes
C#CCCC1(CCC(=O)N2CCOCC(F)(F)C2)N=N1	Z2866905456	yes
C#CCCC1(CCC(=O)N2CC(OCC(F)F)C2)N=N1	Z2866905458	yes
C#CCCC1(CCC(=O)N2CC3(CCC3)C2c2ccccc2)N=N1	Z2866905464	yes
C#CCCC1(CCC(=O)N2CC3(CCCC3)c3ccccc32)N=N1	Z2866905466	yes
C#CCCC1(CCC(=O)N2C3CCC2CC2(C3)CC2(F)F)N=N1	Z2866905468	yes
C#CCCC1(CCC(=O)NC(CC)C(=O)N2CCOCC2)N=N1	Z2866905476	yes
C#CCCC1(CCC(=O)NC2CCN(C(=O)COC)CC2)N=N1	Z2866905478	yes
C#CCCC1(CCC(=O)N2CCCN(CCOC)C(=O)C2)N=N1	Z2866905480	yes
C#CCCC1(CCC(=O)N2CCC(n3cc(Cl)cn3)C2)N=N1	Z2866905489	yes
C#CCCC1(CCC(=O)NCC2CCCC2(F)F)N=N1	Z2866905491	yes
C#CCCC1(CCC(=O)N2CCCCC2C(F)F)N=N1	Z2866905493	yes
C#CCCC1(CCC(=O)NC2CCC(F)(F)CC2)N=N1	Z2866905494	yes
C#CCCC1(CCC(=O)NC2CCCC(F)(F)C2)N=N1	Z2866905497	yes
C#CCCC1(CCC(=O)NC2COc3ccccc32)N=N1	Z2866905498	yes
C#CCCC1(CCC(=O)N2CCCC(F)(F)CC2)N=N1	Z2866905501	yes
C#CCCC1(CCC(=O)N2CCC(C(F)F)CC2)N=N1	Z2866905503	yes
C#CCCC1(CCC(=O)NC2CCN(CC(=O)NC)CC2)N=N1	Z2866905509	yes
C#CCCC1(CCC(=O)N2CCOCC3(CCOCC3)C2)N=N1	Z2866905514	yes
C#CCCC1(CCC(=O)N2CC(C)(C)OC3(CCOC3)C2)N=N1	Z2866905520	yes
C#CCCC1(CCC(=O)Nc2cnc3nccn3c2)N=N1	Z2866905529	yes
C#CCCC1(CCC(=O)N2CC(N3CCOCC3)CC2C)N=N1	Z2866905531	yes
C#CCCC1(CCC(=O)N2CCN(CC3CCOC3)CC2)N=N1	Z2866905533	yes
C#CCCC1(CCC(=O)N2CCN(C3CCOCC3)CC2)N=N1	Z2866905535	yes
C#CCCC1(CCC(=O)N2CCC(CN3CCOCC3)C2)N=N1	Z2866905538	yes
C#CCCC1(CCC(=O)N2CCOC3(CCN(C)CC3)C2)N=N1	Z2866905541	yes
C#CCCC1(CCC(=O)N2Cc3ccccc3C2C)N=N1	Z2866905554	yes
C#CCCC1(CCC(=O)N2CC(c3ccccc3)C2)N=N1	Z2866905557	yes
C#CCCC1(CCC(=O)NC2CC3(C2)CC3(F)F)N=N1	Z2866905565	yes
C#CCCC1(CCC(=O)N2CCC3(C2)CC3(F)F)N=N1	Z2866905571	yes
C#CCCC1(CCC(=O)N2CCOC3(CCCCCC3)C2)N=N1	Z2866905572	yes
C#CCCC1(CCC(=O)N2CC(C)(C)OC3(CCCC3)C2)N=N1	Z2866905574	yes
